region	chr	midPos	Nsites
(340,785)(119281,119736)(100000,150000)	JASDQU010014528.1	125000	447	0.832822
(177,880)(247845,248669)(200000,250000)	JASDQU010014560.1	225000	705	0.291192
(1443,3088)(93672,96755)(50000,100000)	JASDQU010014564.1	75000	1647	0.679079
(532,2229)(101809,107838)(100000,150000)	JASDQU010014578.1	125000	1699	0.523146
(3254,9037)(69552,77917)(50000,100000)	JASDQU010014590.1	75000	5785	0.430416
(1031,1511)(80757,81244)(50000,100000)	JASDQU010014614.1	75000	482	0.227512
(553,583)(58471,58530)(50000,100000)	JASDQU010014637.1	75000	32	0.048702
(813,1957)(171792,179597)(150000,200000)	JASDQU010014649.1	175000	1146	0.026721
(594,886)(224424,224742)(200000,250000)	JASDQU010014658.1	225000	294	0.027047
(366,513)(72176,72386)(50000,100000)	JASDQU010014738.1	75000	149	0.047489
(1149,1714)(230235,236859)(200000,250000)	JASDQU010014755.1	225000	567	0.037282
(1715,2614)(422199,423117)(400000,450000)	JASDQU010014755.1	425000	901	0.253765
(160,275)(250000,250115)(250000,300000)	JASDQU010014760.1	275000	117	0.075834
(498,1511)(63427,65392)(50000,100000)	JASDQU010014783.1	75000	1015	0.056784
(304,823)(50000,60513)(50000,100000)	JASDQU010014799.1	75000	521	0.302044
(1580,1688)(216713,216831)(200000,250000)	JASDQU010014802.1	225000	110	0.081372
(1794,2707)(131169,132103)(100000,150000)	JASDQU010014808.1	125000	915	0.034409
(341,3280)(54502,80634)(50000,100000)	JASDQU010014811.1	75000	2941	0.373422
(190,2190)(114874,117356)(100000,150000)	JASDQU010014816.1	125000	2002	0.644012
(3048,7625)(150000,165486)(150000,200000)	JASDQU010014828.1	175000	4579	0.507907
(478,813)(277713,278117)(250000,300000)	JASDQU010014832.1	275000	337	0.870281
(1190,1314)(117267,117399)(100000,150000)	JASDQU010014837.1	125000	126	0.049136
(516,1009)(78878,96046)(50000,100000)	JASDQU010014848.1	75000	495	0.021670
(1635,1722)(98480,98571)(50000,100000)	JASDQU010014857.1	75000	89	0.056093
(87,692)(158927,159585)(150000,200000)	JASDQU010014878.1	175000	607	0.833651
(70,90)(181789,181918)(150000,200000)	JASDQU010014891.1	175000	22	0.053746
(559,1044)(117857,123328)(100000,150000)	JASDQU010014920.1	125000	487	0.021244
(31,219)(151231,151421)(150000,200000)	JASDQU010014943.1	175000	190	0.040742
(946,1104)(116814,125197)(100000,150000)	JASDQU010014962.1	125000	160	0.129740
(60,1334)(186869,188154)(150000,200000)	JASDQU010014976.1	175000	1276	0.794765
(1335,1386)(276883,276944)(250000,300000)	JASDQU010014976.1	275000	53	0.013162
(1387,7766)(338631,345955)(300000,350000)	JASDQU010014976.1	325000	6381	0.710529
(7767,8713)(362468,392520)(350000,400000)	JASDQU010014976.1	375000	948	0.332513
(254,2832)(67742,93486)(50000,100000)	JASDQU010025279.1	75000	2580	0.400201
(1157,1193)(112788,112842)(100000,150000)	JASDQU010026322.1	125000	38	0.023091
(386,2862)(53597,62112)(50000,100000)	JASDQU010026439.1	75000	2478	0.088597
(739,753)(111750,111765)(100000,150000)	JASDQU010026764.1	125000	16	0.075944
(1597,3239)(53211,54942)(50000,100000)	JASDQU010026955.1	75000	1644	0.634156
(2843,3349)(50560,51076)(50000,100000)	JASDQU010027415.1	75000	508	0.828804
(225,888)(51253,51918)(50000,100000)	JASDQU010027508.1	75000	665	-0.010102
(576,1547)(57697,77251)(50000,100000)	JASDQU010027586.1	75000	973	0.013649
(187,992)(78531,79343)(50000,100000)	JASDQU010027663.1	75000	807	0.405779
(342,846)(84260,84813)(50000,100000)	JASDQU010027683.1	75000	506	0.040832
(1783,2820)(50000,51046)(50000,100000)	JASDQU010027695.1	75000	1039	0.617737
(809,949)(52068,52212)(50000,100000)	JASDQU010027878.1	75000	142	0.027371
(2164,2783)(50000,53189)(50000,100000)	JASDQU010029920.1	75000	621	0.599735
(246,252)(53172,53180)(50000,100000)	JASDQU010029938.1	75000	8	-0.028929
(339,486)(71206,71357)(50000,100000)	JASDQU010031406.1	75000	149	0.105259
(8093,9161)(53318,57148)(50000,100000)	JASDQU010031787.1	75000	1070	0.176591
(203,760)(53846,54412)(50000,100000)	JASDQU010031990.1	75000	559	0.065049
(1075,3902)(50000,54522)(50000,100000)	JASDQU010096084.1	75000	2829	0.412297
(137,1475)(50000,51479)(50000,100000)	JASDQU010098651.1	75000	1340	0.321128
(5996,11066)(164609,174704)(150000,200000)	JASDQU010099703.1	175000	5072	0.252073
(123,1486)(237093,238618)(200000,250000)	JASDQU010099705.1	225000	1365	0.131666
(1487,1634)(410433,410684)(400000,450000)	JASDQU010099705.1	425000	149	0.057482
(1635,2318)(493372,494540)(450000,500000)	JASDQU010099705.1	475000	685	0.150862
(2319,2547)(882003,888143)(850000,900000)	JASDQU010099705.1	875000	230	0.122595
(1003,1055)(262968,263036)(250000,300000)	JASDQU010099706.1	275000	54	0.319102
(601,660)(672255,672333)(650000,700000)	JASDQU010099713.1	675000	61	0.330344
(661,2429)(797558,799458)(750000,800000)	JASDQU010099713.1	775000	1770	0.555197
(2430,3272)(848054,848910)(800000,850000)	JASDQU010099713.1	825000	844	0.390206
(377,1197)(408863,415067)(400000,450000)	JASDQU010099716.1	425000	822	0.330990
(1198,1311)(452154,452268)(450000,500000)	JASDQU010099716.1	475000	115	0.040089
(1312,4682)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3372	0.586675
(4683,4871)(554603,555219)(550000,600000)	JASDQU010099716.1	575000	190	0.627502
(358,841)(605549,606038)(600000,650000)	JASDQU010099717.1	625000	485	0.565297
(243,327)(93387,93475)(50000,100000)	JASDQU010099720.1	75000	86	0.140133
(328,1812)(102956,138397)(100000,150000)	JASDQU010099720.1	125000	1486	0.641292
(1813,1993)(242529,242734)(200000,250000)	JASDQU010099720.1	225000	182	0.388172
(1994,8387)(257207,289814)(250000,300000)	JASDQU010099720.1	275000	6395	0.453913
(8388,9720)(311239,334472)(300000,350000)	JASDQU010099720.1	325000	1334	0.260891
(9721,10101)(597244,597644)(550000,600000)	JASDQU010099720.1	575000	382	0.936943
(10102,12568)(745920,748499)(700000,750000)	JASDQU010099720.1	725000	2468	0.622845
(103,148)(184947,185033)(150000,200000)	JASDQU010099722.1	175000	47	0.260483
(149,681)(207828,208360)(200000,250000)	JASDQU010099722.1	225000	534	0.020165
(682,1398)(743628,745611)(700000,750000)	JASDQU010099722.1	725000	718	0.063064
(1399,2129)(763208,763984)(750000,800000)	JASDQU010099722.1	775000	732	0.189147
(2130,2147)(881214,881233)(850000,900000)	JASDQU010099722.1	875000	19	0.048691
(712,1134)(152947,153560)(150000,200000)	JASDQU010099723.1	175000	424	0.213225
(1135,1378)(242789,243043)(200000,250000)	JASDQU010099723.1	225000	245	0.255875
(1379,1686)(299673,299980)(250000,300000)	JASDQU010099723.1	275000	309	0.002757
(1687,2116)(300020,300450)(300000,350000)	JASDQU010099723.1	325000	431	0.362685
(269,466)(95324,95651)(50000,100000)	JASDQU010099725.1	75000	199	0.633134
(467,1262)(116445,117246)(100000,150000)	JASDQU010099725.1	125000	797	0.713877
(1964,2201)(51004,51245)(50000,100000)	JASDQU010099729.1	75000	239	0.041885
(2202,2607)(141759,142191)(100000,150000)	JASDQU010099729.1	125000	407	0.617886
(679,847)(236089,236691)(200000,250000)	JASDQU010099734.1	225000	170	0.066112
(848,1640)(264801,265602)(250000,300000)	JASDQU010099734.1	275000	794	0.341221
(1002,1005)(313050,313057)(300000,350000)	JASDQU010099735.1	325000	5	0.106917
(1006,1483)(422098,422582)(400000,450000)	JASDQU010099735.1	425000	479	0.962750
(1484,1560)(891658,891737)(850000,900000)	JASDQU010099735.1	875000	78	0.021674
(27,66)(284809,284849)(250000,300000)	JASDQU010099737.1	275000	41	0.061294
(67,1042)(338070,339126)(300000,350000)	JASDQU010099737.1	325000	977	0.235800
(464,3039)(166481,169557)(150000,200000)	JASDQU010099741.1	175000	2577	0.606431
(120,277)(152055,152226)(150000,200000)	JASDQU010099742.1	175000	159	0.379923
(5292,5679)(254943,255446)(250000,300000)	JASDQU010099745.1	275000	389	0.094265
(5680,6245)(337271,337845)(300000,350000)	JASDQU010099745.1	325000	567	0.095355
(6246,6533)(438288,442873)(400000,450000)	JASDQU010099745.1	425000	289	0.851024
(6534,7086)(456040,456596)(450000,500000)	JASDQU010099745.1	475000	554	0.724260
(104,1078)(366299,382220)(350000,400000)	JASDQU010099747.1	375000	976	0.154787
(650,982)(178804,179333)(150000,200000)	JASDQU010099750.1	175000	334	0.036478
(363,873)(254065,264261)(250000,300000)	JASDQU010099752.1	275000	512	0.153678
(874,2827)(612497,614464)(600000,650000)	JASDQU010099752.1	625000	1955	0.543378
(593,1076)(200167,242697)(200000,250000)	JASDQU010099753.1	225000	485	0.037555
(1077,1291)(254383,254634)(250000,300000)	JASDQU010099753.1	275000	216	0.285439
(1292,1630)(495046,498743)(450000,500000)	JASDQU010099753.1	475000	340	0.678371
(1631,2335)(510313,511056)(500000,550000)	JASDQU010099753.1	525000	706	0.676099
(2336,3052)(717776,718501)(700000,750000)	JASDQU010099753.1	725000	718	0.306544
(3053,3085)(1084463,1084534)(1050000,1100000)	JASDQU010099753.1	1075000	34	0.284670
(689,1831)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1144	0.671089
(1832,1846)(252482,252503)(250000,300000)	JASDQU010099755.1	275000	16	0.055690
(131,428)(441739,442038)(400000,450000)	JASDQU010099759.1	425000	299	0.081730
(429,503)(553875,553953)(550000,600000)	JASDQU010099759.1	575000	76	0.086303
(504,1842)(870634,890247)(850000,900000)	JASDQU010099759.1	875000	1340	0.430162
(1301,1348)(149341,149395)(100000,150000)	JASDQU010099761.1	125000	49	0.054073
(1349,1425)(166169,166357)(150000,200000)	JASDQU010099761.1	175000	78	0.116995
(1426,1437)(286920,286935)(250000,300000)	JASDQU010099761.1	275000	13	0.058663
(306,356)(370651,370722)(350000,400000)	JASDQU010099762.1	375000	52	0.005616
(144,573)(359760,374121)(350000,400000)	JASDQU010099763.1	375000	431	0.072463
(574,809)(448656,448915)(400000,450000)	JASDQU010099763.1	425000	237	0.851883
(219,447)(87078,87316)(50000,100000)	JASDQU010099769.1	75000	230	-0.001661
(448,2088)(117694,120705)(100000,150000)	JASDQU010099769.1	125000	1642	0.143690
(2089,3298)(209181,239029)(200000,250000)	JASDQU010099769.1	225000	1211	0.161924
(474,556)(176543,176645)(150000,200000)	JASDQU010099770.1	175000	84	0.414657
(557,1305)(408647,415982)(400000,450000)	JASDQU010099770.1	425000	750	0.119845
(1306,1600)(543645,543954)(500000,550000)	JASDQU010099770.1	525000	296	0.007330
(1601,1770)(890632,890836)(850000,900000)	JASDQU010099770.1	875000	171	0.028913
(1771,1882)(1000271,1000385)(1000000,1050000)	JASDQU010099770.1	1025000	113	0.499444
(556,987)(153634,154069)(150000,200000)	JASDQU010099771.1	175000	433	0.441432
(1209,1500)(100000,100296)(100000,150000)	JASDQU010099775.1	125000	293	0.787743
(649,3268)(164761,199471)(150000,200000)	JASDQU010099776.1	175000	2621	0.557665
(3269,3590)(201095,225652)(200000,250000)	JASDQU010099776.1	225000	323	0.048904
(3591,3756)(490173,490403)(450000,500000)	JASDQU010099776.1	475000	167	0.073496
(3757,11876)(511267,529031)(500000,550000)	JASDQU010099776.1	525000	8121	0.449772
(11877,12031)(615984,616139)(600000,650000)	JASDQU010099776.1	625000	156	0.056959
(3792,4338)(79735,80335)(50000,100000)	JASDQU010099777.1	75000	548	-0.004325
(4339,4547)(426600,427043)(400000,450000)	JASDQU010099777.1	425000	210	0.231043
(953,972)(462050,462073)(450000,500000)	JASDQU010099780.1	475000	21	0.132932
(973,1091)(572226,572357)(550000,600000)	JASDQU010099780.1	575000	120	0.132603
(3,45)(194010,194114)(150000,200000)	JASDQU010099786.1	175000	44	0.050617
(972,978)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.082226
(979,1018)(235634,235683)(200000,250000)	JASDQU010099791.1	225000	41	0.021468
(3634,6888)(117351,126904)(100000,150000)	JASDQU010099796.1	125000	3256	0.753178
(658,1119)(224827,225460)(200000,250000)	JASDQU010099797.1	225000	463	0.025877
(1120,1505)(358601,379849)(350000,400000)	JASDQU010099797.1	375000	387	0.003232
(150,2873)(488601,499554)(450000,500000)	JASDQU010099799.1	475000	2725	0.357458
(2874,3245)(686332,686710)(650000,700000)	JASDQU010099799.1	675000	373	0.018406
(3246,3681)(759377,792994)(750000,800000)	JASDQU010099799.1	775000	437	0.091039
(153,984)(168946,182455)(150000,200000)	JASDQU010099800.1	175000	833	0.091298
(985,2383)(453495,456851)(450000,500000)	JASDQU010099800.1	475000	1400	0.009976
(2144,2561)(186609,187036)(150000,200000)	JASDQU010099802.1	175000	419	0.607042
(265,398)(459776,459943)(450000,500000)	JASDQU010099808.1	475000	135	0.384509
(399,413)(531213,531234)(500000,550000)	JASDQU010099808.1	525000	16	0.146726
(468,505)(372895,373001)(350000,400000)	JASDQU010099814.1	375000	39	0.191982
(741,922)(369460,369649)(350000,400000)	JASDQU010099816.1	375000	183	0.075946
(746,1807)(204686,215122)(200000,250000)	JASDQU010099818.1	225000	1063	0.352882
(1808,2798)(332300,347650)(300000,350000)	JASDQU010099818.1	325000	992	0.024928
(2799,3027)(467687,468820)(450000,500000)	JASDQU010099818.1	475000	230	0.053323
(3028,3440)(519180,522556)(500000,550000)	JASDQU010099818.1	525000	414	0.909892
(180,2592)(411237,414816)(400000,450000)	JASDQU010099819.1	425000	2414	0.483718
(3486,3664)(54359,54657)(50000,100000)	JASDQU010099827.1	75000	180	0.096923
(3665,4502)(148983,149827)(100000,150000)	JASDQU010099827.1	125000	839	0.037824
(4503,4538)(168180,168231)(150000,200000)	JASDQU010099827.1	175000	37	0.052290
(4539,5248)(261668,299999)(250000,300000)	JASDQU010099827.1	275000	711	0.234747
(5249,5460)(300000,310224)(300000,350000)	JASDQU010099827.1	325000	213	0.195263
(5461,5467)(466374,466380)(450000,500000)	JASDQU010099827.1	475000	8	0.028064
(1639,2282)(531646,532346)(500000,550000)	JASDQU010099828.1	525000	645	0.836304
(2283,2353)(559642,559749)(550000,600000)	JASDQU010099828.1	575000	72	0.046917
(2354,3319)(1162385,1163387)(1150000,1200000)	JASDQU010099828.1	1175000	967	0.833197
(3320,4131)(1296942,1297924)(1250000,1300000)	JASDQU010099828.1	1275000	813	0.014581
(4132,5437)(1540295,1541605)(1500000,1550000)	JASDQU010099828.1	1525000	1307	0.404385
(565,576)(333402,333420)(300000,350000)	JASDQU010099831.1	325000	13	0.056571
(577,642)(392057,392173)(350000,400000)	JASDQU010099831.1	375000	67	-0.008211
(643,1140)(407875,408373)(400000,450000)	JASDQU010099831.1	425000	499	0.445689
(49,566)(247738,248270)(200000,250000)	JASDQU010099835.1	225000	519	0.090584
(2438,3433)(228955,230742)(200000,250000)	JASDQU010099844.1	225000	997	0.670487
(3434,3981)(266759,267358)(250000,300000)	JASDQU010099844.1	275000	549	0.093020
(3982,4469)(312049,312541)(300000,350000)	JASDQU010099844.1	325000	489	0.486848
(4470,5401)(385456,386388)(350000,400000)	JASDQU010099844.1	375000	933	0.524521
(5402,6351)(448424,449434)(400000,450000)	JASDQU010099844.1	425000	951	0.444675
(172,172)(151931,151931)(150000,200000)	JASDQU010099846.1	175000	2	0.056828
(173,1513)(328339,342224)(300000,350000)	JASDQU010099846.1	325000	1342	0.197807
(1514,2045)(389242,389781)(350000,400000)	JASDQU010099846.1	375000	533	-0.006174
(2046,2932)(442528,443420)(400000,450000)	JASDQU010099846.1	425000	888	0.469599
(109,138)(53156,53211)(50000,100000)	JASDQU010099847.1	75000	31	0.434177
(139,520)(203867,204332)(200000,250000)	JASDQU010099847.1	225000	383	0.403142
(2061,3018)(114897,115862)(100000,150000)	JASDQU010099848.1	125000	959	0.572452
(597,606)(480265,480291)(450000,500000)	JASDQU010099849.1	475000	11	0.045295
(607,1256)(532775,533429)(500000,550000)	JASDQU010099849.1	525000	651	0.514243
(394,1110)(106147,106867)(100000,150000)	JASDQU010099851.1	125000	718	0.315429
(1111,1330)(235008,235236)(200000,250000)	JASDQU010099851.1	225000	221	0.006450
(1331,1716)(278951,279357)(250000,300000)	JASDQU010099851.1	275000	387	0.032403
(34,3163)(242165,245354)(200000,250000)	JASDQU010099852.1	225000	3131	0.649540
(3164,6487)(260996,279217)(250000,300000)	JASDQU010099852.1	275000	3325	0.328741
(6488,7613)(313461,315293)(300000,350000)	JASDQU010099852.1	325000	1127	0.569577
(7614,9455)(807938,838100)(800000,850000)	JASDQU010099852.1	825000	1843	0.445323
(9456,9691)(897174,897488)(850000,900000)	JASDQU010099852.1	875000	237	0.016988
(9692,10174)(938177,938663)(900000,950000)	JASDQU010099852.1	925000	484	0.205298
(10175,12168)(990186,992593)(950000,1000000)	JASDQU010099852.1	975000	1995	0.436630
(12169,13992)(1000737,1008288)(1000000,1050000)	JASDQU010099852.1	1025000	1825	0.450513
(13993,14052)(1100402,1100473)(1100000,1150000)	JASDQU010099852.1	1125000	61	0.054895
(598,671)(109242,109363)(100000,150000)	JASDQU010099857.1	125000	75	0.084534
(672,783)(314586,315050)(300000,350000)	JASDQU010099857.1	325000	113	0.071057
(784,1115)(464859,467904)(450000,500000)	JASDQU010099857.1	475000	333	0.029348
(1116,1197)(561721,561879)(550000,600000)	JASDQU010099857.1	575000	83	0.066941
(1198,1304)(658696,658811)(650000,700000)	JASDQU010099857.1	675000	108	0.022591
(251,998)(190483,191284)(150000,200000)	JASDQU010099863.1	175000	749	0.630316
(999,3997)(213546,227666)(200000,250000)	JASDQU010099863.1	225000	3000	0.580188
(3998,4011)(264168,264202)(250000,300000)	JASDQU010099863.1	275000	15	0.103718
(4012,4649)(411583,412230)(400000,450000)	JASDQU010099863.1	425000	639	0.116566
(4650,4651)(460894,460897)(450000,500000)	JASDQU010099863.1	475000	3	0.051672
(4652,4794)(527970,528112)(500000,550000)	JASDQU010099863.1	525000	144	0.029295
(4795,5389)(550907,552088)(550000,600000)	JASDQU010099863.1	575000	596	0.063263
(114,276)(158977,159143)(150000,200000)	JASDQU010099864.1	175000	164	0.071676
(277,522)(295747,296055)(250000,300000)	JASDQU010099864.1	275000	247	0.058492
(523,3090)(386058,388900)(350000,400000)	JASDQU010099864.1	375000	2569	0.236864
(3091,5071)(455560,493084)(450000,500000)	JASDQU010099864.1	475000	1982	0.441386
(5072,5107)(560114,560156)(550000,600000)	JASDQU010099864.1	575000	37	0.088900
(36,948)(186994,194409)(150000,200000)	JASDQU010099868.1	175000	914	0.040578
(949,1661)(335218,337601)(300000,350000)	JASDQU010099868.1	325000	714	0.455055
(1662,4828)(352551,358875)(350000,400000)	JASDQU010099868.1	375000	3168	0.213576
(495,664)(206276,206451)(200000,250000)	JASDQU010099869.1	225000	171	0.078188
(665,810)(258362,258512)(250000,300000)	JASDQU010099869.1	275000	147	0.271805
(1398,2140)(120995,121835)(100000,150000)	JASDQU010099871.1	125000	744	0.360137
(2141,2342)(185597,185849)(150000,200000)	JASDQU010099871.1	175000	203	0.284977
(1168,1168)(119819,119819)(100000,150000)	JASDQU010099874.1	125000	2	0.049047
(1169,2089)(166856,167998)(150000,200000)	JASDQU010099874.1	175000	922	0.749887
(2090,2105)(201059,201077)(200000,250000)	JASDQU010099874.1	225000	17	0.118384
(2106,2424)(250816,286332)(250000,300000)	JASDQU010099874.1	275000	320	0.068074
(2425,2627)(300366,300759)(300000,350000)	JASDQU010099874.1	325000	204	0.088794
(2628,3654)(856253,879551)(850000,900000)	JASDQU010099874.1	875000	1028	0.287102
(3655,3840)(922527,922733)(900000,950000)	JASDQU010099874.1	925000	187	0.079907
(715,966)(218811,219219)(200000,250000)	JASDQU010099875.1	225000	253	0.105208
(967,1261)(340096,340408)(300000,350000)	JASDQU010099875.1	325000	296	0.017763
(1262,1699)(361461,361913)(350000,400000)	JASDQU010099875.1	375000	439	0.723928
(345,2131)(596923,599263)(550000,600000)	JASDQU010099876.1	575000	1788	0.464253
(2,21)(456923,456947)(450000,500000)	JASDQU010099877.1	475000	21	0.091638
(189,901)(604662,649400)(600000,650000)	JASDQU010099880.1	625000	714	0.197825
(902,1092)(711361,711580)(700000,750000)	JASDQU010099880.1	725000	192	0.599558
(488,1812)(214259,215750)(200000,250000)	JASDQU010099890.1	225000	1326	0.381503
(89,2497)(320193,322663)(300000,350000)	JASDQU010099891.1	325000	2410	0.112383
(2498,2794)(413772,414140)(400000,450000)	JASDQU010099891.1	425000	298	0.265685
(2795,2978)(456873,457151)(450000,500000)	JASDQU010099891.1	475000	185	0.028857
(501,812)(160396,192278)(150000,200000)	JASDQU010099893.1	175000	313	0.216920
(813,1541)(209885,210848)(200000,250000)	JASDQU010099893.1	225000	730	0.019384
